id	rate
5029	0.065558785
5031	0.077567916
5033	0.071327846
5035	0.06622135
5037	0.063023842
5039	0.055621886
5041	0.058040895
5043	0.059977522
5045	0.079352283
5047	0.065067191
5049	0.063962548
5051	0.074550871
5053	0.067869857
5055	0.067807921
5057	0.067697912
5059	0.071225965
5061	0.063119475
5063	0.066571921
5065	0.06186742
5067	0.060118916
5069	0.069573367
5071	0.069604632
5073	0.053471706
5075	0.062351598
5077	0.053099099
5079	0.059300278
5081	0.065055975
5083	0.065225546
5085	0.077947794
5087	0.071265094
5089	0.062471567
5091	0.0743441
5093	0.067128744
5095	0.057567249
5097	0.059677136
5099	0.060554599
5101	0.058686123
5103	0.063263158
5105	0.060667732
5107	0.059412721
5109	0.05955322
5111	0.065982127
5113	0.065040246
5115	0.075085046
5117	0.060633591
5119	0.087454432
5121	0.060587827
5123	0.060084413
5125	0.081502485
5127	0.063709907
5129	0.0587557
5131	0.07513258
5133	0.062679676
5135	0.059099336
5137	0.057947241
5139	0.0674419
5141	0.061840689
5143	0.08886934
5145	0.073280358
5147	0.054112089
5149	0.071422072
6001	0.088723428
6003	0.038954726
6005	0.061792495
6007	0.071888326
6009	0.061179797
6011	0.056490877
6013	0.086712688
6015	0.058077552
6017	0.074905071
6019	0.075682001
6021	0.059183426
6023	0.071901672
6025	0.055624011
6027	0.061668415
6029	0.077474626
6031	0.065172656
6033	0.060506135
6035	0.060978817
6037	0.095388551
6039	0.067189243
6041	0.086519519
6043	0.061611981
6045	0.070989235
6047	0.067313591
6049	0.051738141
6051	0.057530017
6053	0.080979829
6055	0.079087559
6057	0.071981048
6059	0.097431994
6061	0.079090932
6063	0.056929923
6065	0.082703031
6067	0.084247774
6069	0.065276952
6071	0.083631644
6073	0.093118249
6075	0.090993066
6077	0.074037203
6079	0.081849804
6081	0.09148509
6083	0.084819802
6085	0.091728515
6087	0.078920769
6089	0.070124084
6091	0.049484914
6093	0.060332289
6095	0.079496681
6097	0.084858244
6099	0.072306098
6101	0.061997078
6103	0.062369007
6105	0.052020208
6107	0.071012768
6109	0.064364301
6111	0.085324769
6113	0.073946355
6115	0.058927857
8001	0.081511868
8003	0.062586497
8005	0.086950282
8007	0.060093552
8009	0.0693692
8011	0.055989293
8013	0.08863563
8014	0.073335744
8015	0.064879892
8017	0.064281009
8019	0.063440343
8021	0.057332591
8023	0.047640935
8025	0.050637158
8027	0.056194363
8029	0.0683897
8031	0.085287632
8033	0.048536099
8035	0.086449072
8037	0.06944786
8039	0.068485612
8041	0.082204966
8043	0.06478998
8045	0.072673745
8047	0.06098865
8049	0.06291124
8051	0.06659551
8053	0.055655931
8055	0.052133124
8057	0.065078489
8059	0.087578466
8061	0.061560068
8063	0.06918282
8065	0.054561425
8067	0.076411679
8069	0.087952576
8071	0.058080558
8073	0.06444587
8075	0.068967864
8077	0.075828286
8079	0.055226363
8081	0.065003656
8083	0.066192827
8085	0.064967561
8087	0.072143019
8089	0.062293183
8091	0.058815939
8093	0.065982138
8095	0.065723928
8097	0.061710143
8099	0.065825241
8101	0.071912835
8103	0.066040007
8105	0.060853463
8107	0.06620506
8109	0.056049427
8111	0.05004614
8113	0.059712807
8115	0.062374184
8117	0.065587156
8119	0.06639776
8121	0.06584107
8123	0.078969445
8125	0.075801381
9001	0.087656139
9003	0.084716385
9005	0.079151607
9007	0.079193482
9009	0.083426123
9011	0.077800087
9013	0.078953882
9015	0.071749962
10001	0.078543152
10003	0.088091818
10005	0.082093091
11001	0.08489443
12001	0.084741882
12003	0.067960688
12005	0.077654481
12007	0.067946813
12009	0.082112063
12011	0.094711139
12013	0.061370799
12015	0.074405566
12017	0.071762561
12019	0.08003257
12021	0.079316125
12023	0.071887653
12027	0.06344826
12029	0.057555472
12031	0.086502685
12033	0.079586396
12035	0.065323094
12037	0.064570272
12039	0.066614288
12041	0.063369611
12043	0.057509573
12045	0.060439837
12047	0.058330212
12049	0.062194525
12051	0.060092654
12053	0.071288753
12055	0.071213216
12057	0.089056596
12059	0.066080257
12061	0.07066838
12063	0.072365167
12065	0.061964084
12067	0.060258329
12069	0.078472953
12071	0.082866217
12073	0.084940566
12075	0.065369848
12077	0.06076699
12079	0.058305039
12081	0.079411731
12083	0.077132554
12085	0.072819907
12086	0.091128897
12087	0.083809006
12089	0.07323391
12091	0.084591345
12093	0.06438059
12095	0.089724639
12097	0.077750701
12099	0.087406072
12101	0.079312685
12103	0.087326324
12105	0.081151609
12107	0.066578339
12109	0.082219849
12111	0.073198318
12113	0.078378931
12115	0.080044962
12117	0.08520972
12119	0.075939084
12121	0.069760743
12123	0.061193515
12125	0.063023814
12127	0.082504042
12129	0.071555479
12131	0.078184464
12133	0.062936855
13001	0.060770214
13003	0.050546961
13005	0.056148916
13007	0.053358502
13009	0.061582704
13011	0.068099373
13013	0.072029045
13015	0.072377315
13017	0.05457308
13019	0.059604734
13021	0.073233422
13023	0.052252096
13025	0.057757413
13027	0.062065944
13029	0.068009962
13031	0.067863773
13033	0.059311596
13035	0.060790641
13037	0.05160659
13039	0.06696967
13043	0.056273154
13045	0.071945371
13047	0.076002355
13049	0.055153516
13051	0.079670136
13053	0.04418745
13055	0.060013829
13057	0.082493384
13059	0.079538778
13061	0.050613058
13063	0.074263369
13065	0.051930021
13067	0.087368322
13069	0.059132442
13071	0.065552671
13073	0.077555443
13075	0.056769458
13077	0.076267043
13079	0.059524802
13081	0.056468914
13083	0.064661664
13085	0.066942189
13087	0.059609631
13089	0.083841432
13091	0.057752392
13093	0.052574183
13095	0.067737324
13097	0.074186844
13099	0.059908312
13101	0.056364295
13103	0.071337013
13105	0.058093624
13107	0.058223364
13109	0.058665558
13111	0.062458843
13113	0.076209311
13115	0.070192819
13117	0.082404219
13119	0.060408298
13121	0.084604965
13123	0.06170515
13125	0.046662711
13127	0.069060898
13129	0.066431141
13131	0.065513903
13133	0.059102088
13135	0.088853079
13137	0.066569472
13139	0.081244777
13141	0.043261324
13143	0.063045507
13145	0.070812289
13147	0.059888129
13149	0.057976455
13151	0.077032753
13153	0.077494281
13155	0.051078004
13157	0.069709589
13159	0.059981135
13161	0.052950081
13163	0.052941907
13165	0.04599904
13167	0.049728605
13169	0.06611639
13171	0.058974244
13173	0.059659742
13175	0.062785062
13177	0.067975962
13179	0.067483993
13181	0.054790139
13183	0.064359725
13185	0.073111604
13187	0.064346732
13189	0.059971468
13191	0.058064465
13193	0.050410746
13195	0.071733709
13197	0.057733717
13199	0.059234282
13201	0.062302563
13205	0.062096009
13207	0.066714285
13209	0.056819121
13211	0.063550453
13213	0.06062438
13215	0.074996136
13217	0.070295848
13219	0.07624323
13221	0.066860156
13223	0.07592576
13225	0.060826673
13227	0.067515417
13229	0.061527397
13231	0.060209721
13233	0.066885434
13235	0.055997677
13237	0.058548544
13239	0.045827558
13241	0.055793332
13243	0.050350271
13245	0.072076007
13247	0.069652011
13249	0.047853591
13251	0.056639216
13253	0.056539579
13255	0.065336921
13257	0.063611674
13259	0.050230369
13261	0.058353399
13263	0.055424459
13265	0.045941843
13267	0.060445279
13269	0.051252335
13271	0.049784305
13273	0.058148222
13275	0.068426219
13277	0.064301223
13279	0.061934117
13281	0.062586641
13283	0.049279556
13285	0.068644582
13287	0.057458
13289	0.051706929
13291	0.067426628
13293	0.0598652
13295	0.074039107
13297	0.073051256
13299	0.060564632
13301	0.046414791
13303	0.056945269
13305	0.059607739
13307	0.050527256
13309	0.053860994
13311	0.065380507
13313	0.066736641
13315	0.050787462
13317	0.054778531
13319	0.05636488
13321	0.062549642
15001	0.077866561
15003	0.097838241
15007	0.07469727
15009	0.082934718
16001	0.087543144
16003	0.047358018
16005	0.077195325
16007	0.066503528
16009	0.054601977
16011	0.077126928
16013	0.069274094
16015	0.059983651
16017	0.064906513
16019	0.081010431
16021	0.057521422
16023	0.058890066
16025	0.045047141
16027	0.078656292
16029	0.065527501
16031	0.072928109
16033	0.054956793
16035	0.052343894
16037	0.056885204
16039	0.066034651
16041	0.072805832
16043	0.067278349
16045	0.062324127
16047	0.072266429
16049	0.061857013
16051	0.07219118
16053	0.070716204
16055	0.077032682
16057	0.07221759
16059	0.056155939
16061	0.057166677
16063	0.055690291
16065	0.076477163
16067	0.073021098
16069	0.074718234
16071	0.065946706
16073	0.068045065
16075	0.066375102
16077	0.063401565
16079	0.056458966
16081	0.067461937
16083	0.077138286
16085	0.054125165
16087	0.0600622
17001	0.077373981
17003	0.051223853
17005	0.063410239
17007	0.065688358
17009	0.06625685
17011	0.066310891
17013	0.056429255
17015	0.062321842
17017	0.063464271
17019	0.07871038
17021	0.065301342
17023	0.059737307
17025	0.057221411
17027	0.070560797
17029	0.069046545
17031	0.095036741
17033	0.062942252
17035	0.057767898
17037	0.076126898
17039	0.064140709
17041	0.065253728
17043	0.091366167
17045	0.062741946
17047	0.057754208
17049	0.070502158
17051	0.061144722
17053	0.06217599
17055	0.06184735
17057	0.065696048
17059	0.055434545
17061	0.061107892
17063	0.069257092
17065	0.060942626
17067	0.063584046
17069	0.049294091
17071	0.060280042
17073	0.072339368
17075	0.068188369
17077	0.072884132
17079	0.058330459
17081	0.067494212
17083	0.066159198
17085	0.0685019
17087	0.056821502
17089	0.084599528
17091	0.06995969
17093	0.077600651
17095	0.069302335
17097	0.086195577
17099	0.070242273
17101	0.064017589
17103	0.066678752
17105	0.069089547
17107	0.066088046
17109	0.069871627
17111	0.082647981
17113	0.081124022
17115	0.069945485
17117	0.0685906
17119	0.080060687
17121	0.062626637
17123	0.063652675
17125	0.059421507
17127	0.060212604
17129	0.063924813
17131	0.065203492
17133	0.071830509
17135	0.060440858
17137	0.066614859
17139	0.065079762
17141	0.066003878
17143	0.076591523
17145	0.059257872
17147	0.065708692
17149	0.065621491
17151	0.051395886
17153	0.05170988
17155	0.053461858
17157	0.066932453
17159	0.059648189
17161	0.076461455
17163	0.07698658
17165	0.06401843
17167	0.080802741
17169	0.062514994
17171	0.055133445
17173	0.063502365
17175	0.057623862
17177	0.066759332
17179	0.078074805
17181	0.058802686
17183	0.067762153
17185	0.060670123
17187	0.065571809
17189	0.065936541
17191	0.063327023
17193	0.063764945
17195	0.068354581
17197	0.085569751
17199	0.071116374
17201	0.074018697
17203	0.072039179
18001	0.06940818
18003	0.084524948
18005	0.07994648
18007	0.060971606
18009	0.059268665
18011	0.074866993
18013	0.06543972
18015	0.067296537
18017	0.067836538
18019	0.077018582
18021	0.064002467
18023	0.068881434
18025	0.058773109
18027	0.073990439
18029	0.070863471
18031	0.066403813
18033	0.068269243
18035	0.073356054
18037	0.077625004
18039	0.07667758
18041	0.059497006
18043	0.074470594
18045	0.063148783
18047	0.065992058
18049	0.064483912
18051	0.071208493
18053	0.069456515
18055	0.066788264
18057	0.088543601
18059	0.075932209
18061	0.07205511
18063	0.08167358
18065	0.06682979
18067	0.070624311
18069	0.069492545
18071	0.07252074
18073	0.0682721
18075	0.068558236
18077	0.068229757
18079	0.064183753
18081	0.08074819
18083	0.073434617
18085	0.076370096
18087	0.069198779
18089	0.080905829
18091	0.071585191
18093	0.065762351
18095	0.073110127
18097	0.086853937
18099	0.069201682
18101	0.065786412
18103	0.063869336
18105	0.082375963
18107	0.068519635
18109	0.073457705
18111	0.060536138
18113	0.068211403
18115	0.058697034
18117	0.063184149
18119	0.063951544
18121	0.061174637
18123	0.066014065
18125	0.062218567
18127	0.079419461
18129	0.071578871
18131	0.065506234
18133	0.068935174
18135	0.065030285
18137	0.066872916
18139	0.064415434
18141	0.077456916
18143	0.063304618
18145	0.072042416
18147	0.066358609
18149	0.062233103
18151	0.067266507
18153	0.059161583
18155	0.064397063
18157	0.081289503
18159	0.063619624
18161	0.058852977
18163	0.080473445
18165	0.060755594
18167	0.072139047
18169	0.067830554
18171	0.06358771
18173	0.07623678
18175	0.067301152
18177	0.068179941
18179	0.070472885
18181	0.067338248
18183	0.070014459
19001	0.07196177
19003	0.06546137
19005	0.069228878
19007	0.063951599
19009	0.067464822
19011	0.075784822
19013	0.085859429
19015	0.079934937
19017	0.081940757
19019	0.075420629
19021	0.076147496
19023	0.076003483
19025	0.068253557
19027	0.08159114
19029	0.072205405
19031	0.077075146
19033	0.078478516
19035	0.073491081
19037	0.072436729
19039	0.065066939
19041	0.074324383
19043	0.072344058
19045	0.077700152
19047	0.077234212
19049	0.086236051
19051	0.063698588
19053	0.068964271
19055	0.0787924
19057	0.073867793
19059	0.072466266
19061	0.087926119
19063	0.070777804
19065	0.073454424
19067	0.06919409
19069	0.072277965
19071	0.064700984
19073	0.067506242
19075	0.072110853
19077	0.071013808
19079	0.065636657
19081	0.070771534
19083	0.071470175
19085	0.074803846
19087	0.068810622
19089	0.070884795
19091	0.07196902
19093	0.07109223
19095	0.07137622
19097	0.073418472
19099	0.072455931
19101	0.067672483
19103	0.094658431
19105	0.073368816
19107	0.069139557
19109	0.07854889
19111	0.067022123
19113	0.089670012
19115	0.068382142
19117	0.070001019
19119	0.083983045
19121	0.071260206
19123	0.074529946
19125	0.078091535
19127	0.074536301
19129	0.077459844
19131	0.071922956
19133	0.063043512
19135	0.066614369
19137	0.064976304
19139	0.076734709
19141	0.075222661
19143	0.068246117
19145	0.068000456
19147	0.073322995
19149	0.075417826
19151	0.070099975
19153	0.094448966
19155	0.087764771
19157	0.074463886
19159	0.065090606
19161	0.073672434
19163	0.082603455
19165	0.077812132
19167	0.085819358
19169	0.091167315
19171	0.070628256
19173	0.069702808
19175	0.072138934
19177	0.063067346
19179	0.0706395
19181	0.080202289
19183	0.079066559
19185	0.06512216
19187	0.072431774
19189	0.067769253
19191	0.078291611
19193	0.084593019
19195	0.067335755
19197	0.069346528
20001	0.067610967
20003	0.064224911
20005	0.067017994
20007	0.068612166
20009	0.081157778
20011	0.068738091
20013	0.06943817
20015	0.076608628
20017	0.062803942
20019	0.058437963
20021	0.068003441
20023	0.065761266
20025	0.064347257
20027	0.070451014
20029	0.073391348
20031	0.066915017
20033	0.062281332
20035	0.074207176
20037	0.074954451
20039	0.063930127
20041	0.073739494
20043	0.064642406
20045	0.085373451
20047	0.066155975
20049	0.060443562
20051	0.087949197
20053	0.074136516
20055	0.080023855
20057	0.084769209
20059	0.069637837
20061	0.069737352
20063	0.071196272
20065	0.067706549
20067	0.073441274
20069	0.076376846
20071	0.062650213
20073	0.064638348
20075	0.059113721
20077	0.071036813
20079	0.075714427
20081	0.069109639
20083	0.061528424
20085	0.067466375
20087	0.071606201
20089	0.067895898
20091	0.096027619
20093	0.067345427
20095	0.070266362
20097	0.066832338
20099	0.065729932
20101	0.064199281
20103	0.075637137
20105	0.063647268
20107	0.061660507
20109	0.066631964
20111	0.076280505
20113	0.081010917
20115	0.070759136
20117	0.07491242
20119	0.07181175
20121	0.073736647
20123	0.074697723
20125	0.070255615
20127	0.061470509
20129	0.063818278
20131	0.077676647
20133	0.066641821
20135	0.069337973
20137	0.070578804
20139	0.06525191
20141	0.066185547
20143	0.065379405
20145	0.069569524
20147	0.069597544
20149	0.076907512
20151	0.07454408
20153	0.068811909
20155	0.081353904
20157	0.070803483
20159	0.074938204
20161	0.085852774
20163	0.06496982
20165	0.063254597
20167	0.069199045
20169	0.07955846
20171	0.074416297
20173	0.088766132
20175	0.078403723
20177	0.082974123
20179	0.073608019
20181	0.074595572
20183	0.068272639
20185	0.064467251
20187	0.0671401
20189	0.06460003
20191	0.069356452
20193	0.073561879
20195	0.068173262
20197	0.065573423
20199	0.060569437
20201	0.072144595
20203	0.05696073
20205	0.059297598
20207	0.056103353
20209	0.075868143
21001	0.063888673
21003	0.062328752
21005	0.066782635
21007	0.058825468
21009	0.068340301
21011	0.057213399
21013	0.05616503
21015	0.078372436
21017	0.065494232
21019	0.071324843
21021	0.062286146
21023	0.061190591
21025	0.054877513
21027	0.064054713
21029	0.072880817
21031	0.060148246
21033	0.064231566
21035	0.06918526
21037	0.075608687
21039	0.057338995
21041	0.058964167
21043	0.062203909
21045	0.06282309
21047	0.067653793
21049	0.068623803
21051	0.055379499
21053	0.057280179
21055	0.060242654
21057	0.053726477
21059	0.076785161
21061	0.058401077
21063	0.053589846
21065	0.059883441
21067	0.085809375
21069	0.059989165
21071	0.06104651
21073	0.073195928
21075	0.04681935
21077	0.058365421
21079	0.062020772
21081	0.066946048
21083	0.066589158
21085	0.061601661
21087	0.060311529
21089	0.069164381
21091	0.059939549
21093	0.074418953
21095	0.056976263
21097	0.065121392
21099	0.063552238
21101	0.07119299
21103	0.06296834
21105	0.054086431
21107	0.071648933
21109	0.051937795
21111	0.086370444
21113	0.072334783
21115	0.061609522
21117	0.079770712
21119	0.053606155
21121	0.059691172
21123	0.064642109
21125	0.067983558
21127	0.058303925
21129	0.051365929
21131	0.050881497
21133	0.055541702
21135	0.056510632
21137	0.061602596
21139	0.059657933
21141	0.067576409
21143	0.057172425
21145	0.071460008
21147	0.054325179
21149	0.059566169
21151	0.076952139
21153	0.049686963
21155	0.064679758
21157	0.066363616
21159	0.053507055
21161	0.062290395
21163	0.0629784
21165	0.051748153
21167	0.06361561
21169	0.057984583
21171	0.061189058
21173	0.065577218
21175	0.055529656
21177	0.064940711
21179	0.069220108
21181	0.055286577
21183	0.068141381
21185	0.074554965
21187	0.062853969
21189	0.048916108
21191	0.063101911
21193	0.058032572
21195	0.067048545
21197	0.057943071
21199	0.067965153
21201	0.050166078
21203	0.060801774
21205	0.06737205
21207	0.061031821
21209	0.074088782
21211	0.072919941
21213	0.063232524
21215	0.065723396
21217	0.067315463
21219	0.060881528
21221	0.06205371
21223	0.060041327
21225	0.066591418
21227	0.076829062
21229	0.059429458
21231	0.057526255
21233	0.063878775
21235	0.063979191
21237	0.049259572
21239	0.071422874
22001	0.075942703
22003	0.062621189
22005	0.08097089
22007	0.064261097
22009	0.069272498
22011	0.068906003
22013	0.062243206
22015	0.08117221
22017	0.082074732
22019	0.08369034
22021	0.060952236
22023	0.063199515
22025	0.05767316
22027	0.06157436
22029	0.059538449
22031	0.06468506
22033	0.088340928
22035	0.047661982
22037	0.06370804
22039	0.067522622
22041	0.05960248
22043	0.067725126
22045	0.079113515
22047	0.063136629
22049	0.062343011
22051	0.08825045
22053	0.073429361
22055	0.093673002
22057	0.086450104
22059	0.071717427
22061	0.069180997
22063	0.081253092
22065	0.055207307
22067	0.05951547
22069	0.067187787
22071	0.079925507
22073	0.079272609
22075	0.068330749
22077	0.065274994
22079	0.079729984
22081	0.059163347
22083	0.06295831
22085	0.067489087
22087	0.068622305
22089	0.075424158
22091	0.054399245
22093	0.062115892
22095	0.068518724
22097	0.076696771
22099	0.078059222
22101	0.070489126
22103	0.08832267
22105	0.075667015
22107	0.05153237
22109	0.086225154
22111	0.06585369
22113	0.077653271
22115	0.071966268
22117	0.064460435
22119	0.069879966
22121	0.066918917
22123	0.053374319
22125	0.059968268
22127	0.063344311
23001	0.077690442
23003	0.071007897
23005	0.08866036
23007	0.065246851
23009	0.073867192
23011	0.079065675
23013	0.074339406
23015	0.073168317
23017	0.069227467
23019	0.07820083
23021	0.06041666
23023	0.07209429
23025	0.066421841
23027	0.069222163
23029	0.063066396
23031	0.084763491
24001	0.073435814
24003	0.092460396
24005	0.09032339
24009	0.082040516
24011	0.068285232
24013	0.084355899
24015	0.074119112
24017	0.084302239
24019	0.064326539
24021	0.088008794
24023	0.071054377
24025	0.084370501
24027	0.092602834
24029	0.067782073
24031	0.100641348
24033	0.091944815
24035	0.07774866
24037	0.081922856
24039	0.061906467
24041	0.070584894
24043	0.075530526
24045	0.07403238
24047	0.066307487
24510	0.080162039
25001	0.084837318
25003	0.081064041
25005	0.083266789
25007	0.070968042
25009	0.089956865
25011	0.078644601
25013	0.083450817
25015	0.086673643
25017	0.101679281
25019	0.073121463
25021	0.095087712
25023	0.089253932
25025	0.090735372
25027	0.089935777
26001	0.052936135
26003	0.057724268
26005	0.08092613
26007	0.066558816
26009	0.062954103
26011	0.058913651
26013	0.051091716
26015	0.078932093
26017	0.076577468
26019	0.063846202
26021	0.077597861
26023	0.069181326
26025	0.080324374
26027	0.075605853
26029	0.063968028
26031	0.068894749
26033	0.066622661
26035	0.062682515
26037	0.08117496
26039	0.059512584
26041	0.069659379
26043	0.070015524
26045	0.082934523
26047	0.066534368
26049	0.081362737
26051	0.059631541
26053	0.061479599
26055	0.077138676
26057	0.068815571
26059	0.066782542
26061	0.070465725
26063	0.071550329
26065	0.084283401
26067	0.073886114
26069	0.062704501
26071	0.062461675
26073	0.079081723
26075	0.078358047
26077	0.085433735
26079	0.062802278
26081	0.0930115
26083	0.047867277
26085	0.054328697
26087	0.067289731
26089	0.07106023
26091	0.074400854
26093	0.076817475
26095	0.052649241
26097	0.070598031
26099	0.081097557
26101	0.064291936
26103	0.077223212
26105	0.067808168
26107	0.069754542
26109	0.070681505
26111	0.07856927
26113	0.060072965
26115	0.079205778
26117	0.067277681
26119	0.05186614
26121	0.077732484
26123	0.072215126
26125	0.08614768
26127	0.064461868
26129	0.062604159
26131	0.051828243
26133	0.061996386
26135	0.051360212
26137	0.062540193
26139	0.087299353
26141	0.055538532
26143	0.061614251
26145	0.078892341
26147	0.06981781
26149	0.07276598
26151	0.067500431
26153	0.056366704
26155	0.071698853
26157	0.06933841
26159	0.073879569
26161	0.093648981
26163	0.082157631
26165	0.06197457
27001	0.065594753
27003	0.089817911
27005	0.075990114
27007	0.072645348
27009	0.076762389
27011	0.065447775
27013	0.083215402
27015	0.076545972
27017	0.071285099
27019	0.083247825
27021	0.067734021
27023	0.072010985
27025	0.077758619
27027	0.09056612
27029	0.058166542
27031	0.066198338
27033	0.05904457
27035	0.075679483
27037	0.093812792
27039	0.074957932
27041	0.080240187
27043	0.068862644
27045	0.072212609
27047	0.073978072
27049	0.079440691
27051	0.062735348
27053	0.099113308
27055	0.074045587
27057	0.06495536
27059	0.074469293
27061	0.072662254
27063	0.069503173
27065	0.062999611
27067	0.080338016
27069	0.06502406
27071	0.063178569
27073	0.069767294
27075	0.068499129
27077	0.059290088
27079	0.071616166
27081	0.068869445
27083	0.078827744
27085	0.072300101
27087	0.058796642
27089	0.066147145
27091	0.071642635
27093	0.071105989
27095	0.066008345
27097	0.072678375
27099	0.078522511
27101	0.072448021
27103	0.079798682
27105	0.076304186
27107	0.066358306
27109	0.088243605
27111	0.080623896
27113	0.075446902
27115	0.068697006
27117	0.071683598
27119	0.08221383
27121	0.072920953
27123	0.091864678
27125	0.062398696
27127	0.070654031
27129	0.070238352
27131	0.077266586
27133	0.072569989
27135	0.075895169
27137	0.083804568
27139	0.086337551
27141	0.081057718
27143	0.072610251
27145	0.08689956
27147	0.07831361
27149	0.074078282
27151	0.067719593
27153	0.072729342
27155	0.059781014
27157	0.074611486
27159	0.063942099
27161	0.071213639
27163	0.089073019
27165	0.064117379
27167	0.07285711
27169	0.080351748
27171	0.084137443
27173	0.070322678
28001	0.06455947
28003	0.065416536
28005	0.056427082
28007	0.058877098
28009	0.052712348
28011	0.064272369
28013	0.060750356
28015	0.059016956
28017	0.058193054
28019	0.054739811
28021	0.050343681
28023	0.05855954
28025	0.051553417
28027	0.058769219
28029	0.062664466
28031	0.065124108
28033	0.081854368
28035	0.071697985
28037	0.055298323
28039	0.061672318
28041	0.056268598
28043	0.061538997
28045	0.068232632
28047	0.077565615
28049	0.079663522
28051	0.052742774
28053	0.051212418
28055	0.041057023
28057	0.063478558
28059	0.074301282
28061	0.060441142
28063	0.049305606
28065	0.054520722
28067	0.07472194
28069	0.052055953
28071	0.074637483
28073	0.074521262
28075	0.06890494
28077	0.056702361
28079	0.059496759
28081	0.071501364
28083	0.059310031
28085	0.065371173
28087	0.067670287
28089	0.079598288
28091	0.06275627
28093	0.059882473
28095	0.061214471
28097	0.054335465
28099	0.067962148
28101	0.065084027
28103	0.049526891
28105	0.068718038
28107	0.062476488
28109	0.067204495
28111	0.059153372
28113	0.062692161
28115	0.067408774
28117	0.063250121
28119	0.052197456
28121	0.084791355
28123	0.068882348
28125	0.051847584
28127	0.067780209
28129	0.061889127
28131	0.063791255
28133	0.055791378
28135	0.058167481
28137	0.063834184
28139	0.05989049
28141	0.060150238
28143	0.05290216
28145	0.067083269
28147	0.056135997
28149	0.0656924
28151	0.061473932
28153	0.059102925
28155	0.053614847
28157	0.055143231
28159	0.056409479
28161	0.059160009
28163	0.060365186
29001	0.071132132
29003	0.073647008
29005	0.062297415
29007	0.069236587
29009	0.071570781
29011	0.058839835
29013	0.064633216
29015	0.063012566
29017	0.064092074
29019	0.089295757
29021	0.08098236
29023	0.069698577
29025	0.063641351
29027	0.07471408
29029	0.067389504
29031	0.078180151
29033	0.060225949
29035	0.056971867
29037	0.078726252
29039	0.064601449
29041	0.063788244
29043	0.080210021
29045	0.060835915
29047	0.085495648
29049	0.068164699
29051	0.0811838
29053	0.066765385
29055	0.065560654
29057	0.058811209
29059	0.062800376
29061	0.060485655
29063	0.06583108
29065	0.062165732
29067	0.061520946
29069	0.064350473
29071	0.0758225
29073	0.063641966
29075	0.06549169
29077	0.087549679
29079	0.063303696
29081	0.063013017
29083	0.065931294
29085	0.051098653
29087	0.063742328
29089	0.065281491
29091	0.070838761
29093	0.058211906
29095	0.086884643
29097	0.081094979
29099	0.081974345
29101	0.073565843
29103	0.062434657
29105	0.063628556
29107	0.070536932
29109	0.073511988
29111	0.065312427
29113	0.071506791
29115	0.060336604
29117	0.06507707
29119	0.070981359
29121	0.067439449
29123	0.063659693
29125	0.064550799
29127	0.071405423
29129	0.06318644
29131	0.065092406
29133	0.058304903
29135	0.065709997
29137	0.058035457
29139	0.0613871
29141	0.062606468
29143	0.063488361
