date,hour,topic,open,high,low,close,volume,oi,sentiment,klout
1/12/2012,15,xbox,24053,31268,19242,28863,81105,0,55,29
1/12/2012,16,xbox,55528,61080,55528,56083,216284,0,56,26
1/12/2012,17,xbox,101057,121268,50528,136427,245156,0,57,29
1/12/2012,18,xbox,55442,66530,44353,55442,226738,0,56,23
1/12/2012,19,xbox,38677,42544,38677,38677,138453,0,55,25
1/12/2012,20,xbox,51613,77419,20645,57290,169124,0,55,26
1/12/2012,21,xbox,105099,136628,63059,105099,411243,0,56,18
1/12/2012,22,xbox,58931,70717,53037,69539,264755,0,55,28
1/12/2012,23,xbox,26212,39318,10484,29095,57640,0,55,43
1/13/2012,0,xbox,69059,69059,55247,77346,230365,0,55,24
1/13/2012,1,xbox,53083,53083,26541,63699,110908,0,56,28
1/13/2012,2,xbox,104354,104354,62612,125225,213306,0,57,25
1/13/2012,3,xbox,48235,53058,38588,49682,133408,0,56,31
1/13/2012,4,xbox,27341,41011,19138,29528,66235,0,57,33
1/13/2012,5,xbox,40844,61266,40844,59223,191592,0,56,33
1/13/2012,6,xbox,88378,97215,53026,110472,285621,0,55,23
1/13/2012,7,xbox,22228,31119,20005,30007,116537,0,55,27
1/13/2012,8,xbox,79377,95252,39688,79377,177227,0,54,24
1/13/2012,9,xbox,93452,121487,93452,113076,457729,0,54,18
1/13/2012,10,xbox,51889,67455,25944,80946,249113,0,54,29
1/13/2012,11,xbox,28592,34310,20014,28592,195404,0,53,24
1/13/2012,12,xbox,89511,134266,89511,93986,413333,0,52,21
1/13/2012,13,xbox,47089,51797,32962,54623,135817,0,53,24
1/13/2012,14,xbox,30231,33254,30231,31742,125371,0,52,32
1/13/2012,15,xbox,84499,101398,50699,99708,287221,0,51,23
1/13/2012,16,xbox,88850,124390,71080,94181,376566,0,52,19
1/13/2012,17,xbox,35079,45602,28063,36832,122512,0,52,29
1/13/2012,18,xbox,25141,25141,20112,27152,85265,0,53,30
1/13/2012,19,xbox,86716,86716,78044,94520,288582,0,52,31
1/13/2012,20,xbox,26300,34190,18410,29456,117047,0,51,29
1/13/2012,21,xbox,87618,113903,61332,108646,305555,0,50,25
1/13/2012,22,xbox,81034,97240,40517,109395,325083,0,49,31
1/13/2012,23,xbox,50945,71323,50945,50945,220504,0,49,29
1/14/2012,0,xbox,26193,34050,10477,45051,140454,0,49,35
1/14/2012,1,xbox,80637,88700,72573,93538,171210,0,50,24
1/14/2012,2,xbox,42652,51182,42652,44358,108123,0,51,37
1/14/2012,3,xbox,46404,55684,41763,49188,141951,0,52,23
1/14/2012,4,xbox,67768,94875,40660,94875,242106,0,51,29
1/14/2012,5,xbox,18564,18564,16707,19306,55968,0,52,31
1/14/2012,6,xbox,24790,37185,17353,36689,97698,0,52,33
1/14/2012,7,xbox,80258,96309,64206,102730,320860,0,53,20
1/14/2012,8,xbox,50298,55327,35208,66393,206183,0,54,30
1/14/2012,9,xbox,56002,84003,28001,84003,374121,0,53,30
1/14/2012,10,xbox,100516,140722,90464,130670,674300,0,53,24
1/14/2012,11,xbox,101152,121382,101152,101152,609226,0,54,28
1/14/2012,12,xbox,28950,43425,17370,36766,74520,0,55,33
1/14/2012,13,xbox,93847,112616,84462,113554,353867,0,56,25
1/14/2012,14,xbox,36208,47070,32587,37656,154762,0,55,27
1/14/2012,15,xbox,96886,106574,38754,151142,355131,0,55,18
1/14/2012,16,xbox,91477,137215,64033,113431,390175,0,56,29
1/14/2012,17,xbox,28324,31156,14162,36821,54961,0,57,31
1/14/2012,18,xbox,101553,132018,91397,101553,369905,0,56,25
1/14/2012,19,xbox,56790,79506,56790,56790,236759,0,55,29
1/14/2012,20,xbox,99871,99871,59922,123840,274415,0,54,32
1/14/2012,21,xbox,47234,51957,23617,69906,132658,0,54,25
1/14/2012,22,xbox,67173,80607,67173,79263,290491,0,53,25
1/14/2012,23,xbox,71718,93233,43030,71718,347281,0,53,28
1/15/2012,0,xbox,86767,86767,43383,112797,234528,0,52,26
1/15/2012,1,xbox,94349,141523,56609,102840,150488,0,52,30
1/15/2012,2,xbox,77561,100829,46536,110136,212214,0,53,29
1/15/2012,3,xbox,33923,37315,30530,40029,81547,0,53,28
1/15/2012,4,xbox,100167,130217,60100,100167,311493,0,52,28
1/15/2012,5,xbox,46038,59849,23019,49721,97690,0,51,29
1/15/2012,6,xbox,76854,84539,76854,77622,275739,0,50,30
1/15/2012,7,xbox,86180,103416,43090,86180,398691,0,50,22
1/15/2012,8,xbox,98245,98245,98245,98245,421193,0,51,26
1/15/2012,9,xbox,87701,96471,35080,136813,252319,0,52,30
1/15/2012,10,xbox,75597,105835,37798,82400,521549,0,53,21
1/15/2012,11,xbox,72094,86512,28837,124001,312752,0,52,22
1/15/2012,12,xbox,94585,104043,37834,147552,423038,0,51,25
1/15/2012,13,xbox,76229,83851,45737,102908,276880,0,52,30
1/15/2012,14,xbox,78436,94123,31374,90985,177235,0,52,33
1/15/2012,15,xbox,44541,57903,22270,73047,104821,0,53,25
1/15/2012,16,xbox,25507,28057,20405,28567,83395,0,54,33
1/15/2012,17,xbox,22389,29105,8955,26419,85449,0,53,38
1/15/2012,18,xbox,93977,131567,65783,100555,283215,0,53,31
1/15/2012,19,xbox,30935,43309,27841,44856,108093,0,54,31
1/15/2012,20,xbox,78937,102618,55255,107354,237840,0,53,30
1/15/2012,21,xbox,28787,31665,23029,31377,103795,0,54,28
1/15/2012,22,xbox,27502,30252,22001,29152,91156,0,55,29
1/15/2012,23,xbox,101064,121276,80851,133404,414448,0,56,27
1/16/2012,0,xbox,20988,20988,10494,23086,50435,0,56,42
1/16/2012,1,xbox,87805,114146,52683,136975,204254,0,55,22
1/16/2012,2,xbox,73061,80367,29224,103746,99573,0,54,38
1/16/2012,3,xbox,70889,99244,70889,87902,202016,0,55,29
1/16/2012,4,xbox,65082,78098,52065,80701,174854,0,55,33
1/16/2012,5,xbox,16946,16946,13556,19319,52856,0,54,39
1/16/2012,6,xbox,36034,36034,14413,44682,73059,0,55,34
1/16/2012,7,xbox,82765,107594,57935,92696,408365,0,55,19
1/16/2012,8,xbox,13636,19090,6818,20999,66446,0,56,36
1/16/2012,9,xbox,19469,19469,15575,22973,90559,0,55,36
1/16/2012,10,xbox,73666,88399,66299,75876,432714,0,54,18
1/16/2012,11,xbox,15919,20694,12735,19102,86335,0,53,36
1/16/2012,12,xbox,46925,61002,37540,58656,157955,0,52,29
1/16/2012,13,xbox,51187,51187,46068,52722,200419,0,53,31
1/16/2012,14,xbox,72610,101654,58088,111819,369278,0,53,21
1/16/2012,15,xbox,80605,120907,32242,80605,226339,0,52,24
1/16/2012,16,xbox,59020,59020,47216,66102,170391,0,53,25
1/16/2012,17,xbox,85961,103153,51576,127222,273345,0,52,22
1/16/2012,18,xbox,43554,65331,21777,43554,143896,0,51,30
1/16/2012,19,xbox,54032,59435,32419,59435,137460,0,52,27
1/16/2012,20,xbox,17756,17756,8878,18643,53108,0,53,40
1/16/2012,21,xbox,40546,40546,20273,44600,92186,0,52,29
1/16/2012,22,xbox,37616,52662,37616,43634,196474,0,52,25
1/16/2012,23,xbox,12861,12861,7716,16462,41574,0,51,43
1/17/2012,0,xbox,42667,55467,38400,42667,196091,0,52,29
1/17/2012,1,xbox,18396,27594,11037,33297,50791,0,53,36
1/17/2012,2,xbox,55868,72628,39107,86036,152247,0,54,28
1/17/2012,3,xbox,47048,47048,47048,47048,125241,0,53,34
1/17/2012,4,xbox,74227,96495,59381,100206,274108,0,52,25
1/17/2012,5,xbox,20572,26743,16457,26743,73915,0,51,36
1/17/2012,6,xbox,55567,55567,38896,57234,180922,0,50,34
1/17/2012,7,xbox,72150,72150,28860,89466,115091,0,51,31
1/17/2012,8,xbox,101687,142361,50843,184053,314164,0,52,28
1/17/2012,9,xbox,62650,75180,31325,71421,183000,0,53,27
1/17/2012,10,xbox,71655,85986,42993,75954,351384,0,54,18
1/17/2012,11,xbox,55282,82923,44225,63021,291074,0,53,20
1/17/2012,12,xbox,48902,73353,48902,61127,280159,0,54,22
1/17/2012,13,xbox,32162,38594,19297,39880,150174,0,53,23
1/17/2012,14,xbox,49099,68738,34369,52535,214523,0,54,25
1/17/2012,15,xbox,57172,68606,51454,62317,198078,0,55,29
1/17/2012,16,xbox,62723,87812,25089,94084,172010,0,54,22
1/17/2012,17,xbox,23769,26145,23769,25907,86393,0,55,31
1/17/2012,18,xbox,100847,110931,60508,100847,339370,0,56,21
1/17/2012,19,xbox,86083,129124,51649,86083,376733,0,57,23
1/17/2012,20,xbox,21898,24087,13138,25182,54876,0,56,35
1/17/2012,21,xbox,63758,63758,25503,71409,152169,0,57,31
1/17/2012,22,xbox,98480,108328,88632,116206,361975,0,56,25
1/17/2012,23,xbox,96217,105838,48108,125082,389437,0,57,29
1/18/2012,0,xbox,32091,41718,22463,35942,128978,0,56,34
1/18/2012,1,xbox,50029,55031,25014,50029,111795,0,56,34
